ACADE;FINAN;CI_RECI;TIPO;1998-1;1998-2;1999-1;1999-2;2000-1;2000-2;2001-1;2001-2;2002-1;2002-2;2003-1;2003-2;2004-1;2004-2;2005-1;2005-2;2006-1;2006-2;2007-1;2007-2;2008-1;2008-2;2009-1;2009-2;2010-1;2010-2;2011-1;2011-2;2012-1;2012-2;2013-1;2013-2;2014-1;2014-2;2015-1;2015-2;2016-1;2016-2;2017-1;2017-2;2018-1;2018-2;2019-1;2019-2;2020-1;2020-2;2021-1;2021-2;2022-1;2022-2;2023-1;2023-2;2024-1;2024-2
4 a 6;M¿s de 7;4 a 6;DESERTORES;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;2;3;1;1;1;4;3;3;1;3;4;4;4;2;4;4;4;2;8;8;12;10;12;22;15;24;14;15;15;11;5;6;1;7
4 a 6;M¿s de 7;M¿s de 7;DESERTORES;;;;;;;;;0;0;1;0;1;0;1;1;0;0;1;1;0;1;7;4;5;6;4;2;3;1;6;11;7;7;10;14;11;12;14;44;29;15;11;9;11;5;4;5;0;3;4;2;0;2
M¿s de 7;Sin Informaci¿n;Sin Informaci¿n;DESERTORES;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;2;0;0;1;1;5;1;1;2;0;0;1;;;;;;;
M¿s de 7;Sin Informaci¿n;Ninguno;DESERTORES;0;0;1;0;0;0;1;0;0;0;2;1;3;3;4;1;5;1;2;0;2;3;2;1;9;3;10;5;5;22;5;8;9;8;4;10;8;7;12;17;12;16;11;22;17;22;22;22;21;16;31;27;24;35
M¿s de 7;Sin Informaci¿n;1 a 3;DESERTORES;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;1;0;2;2;1;2;3;2;0;0;1;0;3;1;1;0;1;2;0;2;4;0;0;1;0;1;0
M¿s de 7;Sin Informaci¿n;4 a 6;DESERTORES;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;2;1;0;0;0;2;2;0;2;2;0;0;2;0;1;1;1;0;2;0;1;1;0;2;0;1;1;0;1
M¿s de 7;Sin Informaci¿n;M¿s de 7;DESERTORES;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;8;3;4;10;2;3;2;3;1;3;3;1;3;2;2;7;0;2;0;0;0;1;0;0;;1;;1
M¿s de 7;Ninguno;Sin Informaci¿n;DESERTORES;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;5;0;0;2;0;3;2;2;2;3;1;2;4;2;0;0;0;0;1;0;;1;;;
M¿s de 7;Ninguno;Ninguno;DESERTORES;0;0;22;22;39;31;56;65;65;127;153;132;137;179;131;159;143;145;213;220;137;145;121;123;134;140;140;120;68;356;127;119;136;155;161;156;146;158;158;129;140;140;94;102;126;107;118;92;68;65;63;60;53;52
M¿s de 7;Ninguno;1 a 3;DESERTORES;0;0;1;2;5;2;4;6;2;9;7;15;11;10;4;9;8;8;13;14;12;17;5;2;4;10;5;5;4;15;7;4;6;4;4;3;8;4;4;5;7;2;6;1;4;7;5;2;3;4;2;2;0;0
M¿s de 7;Ninguno;4 a 6;DESERTORES;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;0;3;2;2;0;0;3;3;0;1;3;1;1;3;9;7;1;2;5;1;5;3;5;6;3;2;3;5;2;5;1;1;4;1;0;3;0;0
M¿s de 7;Ninguno;M¿s de 7;DESERTORES;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;2;0;0;0;2;1;1;2;0;0;0;1;1;6;2;2;4;2;5;4;5;4;2;6;2;0;0;1;0;2;0;0;0;;1
M¿s de 7;1 a 3;Sin Informaci¿n;DESERTORES;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;2;0;1;0;0;0;0;0;1;1;3;0;3;5;1;0;1;0;2;0;0;0;1;0
M¿s de 7;1 a 3;Ninguno;DESERTORES;0;0;0;4;1;6;14;8;15;15;20;24;23;22;17;24;20;29;26;46;52;58;38;40;29;38;34;44;21;86;22;22;42;39;28;33;29;36;50;58;68;70;61;73;76;80;100;125;128;164;136;139;108;109
M¿s de 7;1 a 3;1 a 3;DESERTORES;0;0;0;1;0;2;0;1;2;4;1;3;3;2;0;3;4;0;4;4;5;2;3;5;1;3;4;3;4;3;2;4;1;2;3;2;5;6;6;8;3;7;7;5;8;7;10;9;10;6;8;7;6;2
M¿s de 7;1 a 3;4 a 6;DESERTORES;0;0;0;0;0;0;1;0;1;0;2;0;0;1;0;0;3;2;0;0;1;1;1;4;4;0;1;1;0;4;0;1;2;1;0;2;2;0;0;1;7;7;0;3;4;5;6;2;4;3;2;1;0;3
M¿s de 7;1 a 3;M¿s de 7;DESERTORES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;2;1;2;2;1;2;0;1;1;1;0;2;3;3;2;4;2;4;0;1;1;1;0;1;0;0;0
M¿s de 7;4 a 6;Sin Informaci¿n;DESERTORES;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;1;0;1;0;1;0;1;1;2;1;0;1;3;2;1;1;1;2;0;0;0;1;0;6;3;1;1;1;1;0;0;1;0;0;0;1;0
M¿s de 7;4 a 6;Ninguno;DESERTORES;0;0;1;1;1;2;3;2;5;3;2;6;6;9;9;14;10;8;15;16;15;19;12;18;33;28;40;24;22;62;20;24;17;14;37;22;17;29;35;39;37;50;64;63;78;95;70;64;65;96;110;144;145;183
M¿s de 7;4 a 6;1 a 3;DESERTORES;0;0;0;0;0;1;0;2;0;3;1;0;3;4;5;5;2;1;5;5;5;3;2;1;5;1;6;4;1;6;4;1;0;3;2;0;3;0;4;3;3;6;4;3;6;4;6;5;6;2;6;6;2;6
M¿s de 7;4 a 6;4 a 6;DESERTORES;0;0;0;0;1;0;1;0;0;3;0;0;1;0;2;1;1;2;1;0;2;1;3;4;5;4;6;6;2;2;3;1;1;2;2;0;5;3;1;5;7;3;4;3;10;7;5;5;4;7;2;3;1;3
M¿s de 7;4 a 6;M¿s de 7;DESERTORES;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;5;4;6;11;9;6;2;0;19;7;2;1;2;3;4;2;3;0;3;1;1;0;1;1;0;0;0;0;0;0;0;0;
M¿s de 7;M¿s de 7;Sin Informaci¿n;DESERTORES;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;3;1;1;2;3;3;1;3;5;2;2;1;1;2;2;0;0;2;2;0;0;0;0
M¿s de 7;M¿s de 7;Ninguno;DESERTORES;0;0;0;0;0;0;1;0;0;0;1;1;8;7;7;9;11;5;4;5;11;4;4;5;9;15;15;14;9;26;22;18;28;27;25;26;32;20;24;36;35;37;45;43;44;48;45;49;61;83;121;127;93;91
M¿s de 7;M¿s de 7;1 a 3;DESERTORES;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;1;1;1;0;1;2;0;1;2;0;1;11;4;2;3;7;4;7;2;6;1;2;2;2;0;6;3;3;4;5;5;5;7;2;2;1
M¿s de 7;M¿s de 7;4 a 6;DESERTORES;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;0;1;4;2;1;4;0;4;4;5;5;3;3;1;2;3;1;9;4;6;2;3;4;2;2;1
M¿s de 7;M¿s de 7;M¿s de 7;DESERTORES;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;0;0;1;6;3;5;3;6;19;10;11;13;12;18;16;12;18;12;23;12;15;10;4;5;6;2;3;0;1;0;1;0;1
Sin Informaci¿n;Sin Informaci¿n;Sin Informaci¿n;MATRICULADOS;;;;;;;;;;;;;;;;;1;1;2;4;6;6;5;7;7;6;7;10;10;12;11;12;11;9;7;4;2;2;2;2;2;2;1;1;1;;2;1;1;1;1;1;1;1
Sin Informaci¿n;Sin Informaci¿n;Ninguno;MATRICULADOS;6;8;15;16;17;20;20;20;19;15;13;13;9;9;9;4;15;16;39;49;55;60;67;61;70;55;72;80;89;98;162;194;245;283;376;434;625;714;1019;1054;1140;1217;1312;1381;1321;1648;1762;2324;2220;2121;2046;1962;1716;1376
Sin Informaci¿n;Sin Informaci¿n;1 a 3;MATRICULADOS;;;;;;;;;;;1;1;2;3;3;3;2;2;5;7;7;6;7;7;6;5;5;5;5;3;6;10;12;11;15;20;35;40;43;47;49;49;50;47;35;40;37;43;37;36;36;30;28;22
Sin Informaci¿n;Sin Informaci¿n;4 a 6;MATRICULADOS;;;;;;;;;;;;;1;1;1;1;1;1;2;3;8;8;9;7;10;8;10;12;11;12;17;16;21;23;26;29;25;25;25;24;23;21;19;16;10;11;13;13;13;13;12;10;8;5
Sin Informaci¿n;Sin Informaci¿n;M¿s de 7;MATRICULADOS;;;;;;;;;;;1;2;2;3;3;3;3;6;9;10;13;18;18;15;21;19;21;18;24;21;22;22;21;20;16;12;9;8;7;6;4;2;3;3;3;3;2;2;1;1;1;1;1;1
Sin Informaci¿n;Ninguno;Sin Informaci¿n;MATRICULADOS;;;;;;1;1;1;3;4;4;2;5;4;4;4;2;1;1;3;5;5;6;4;7;8;10;8;11;15;32;33;33;30;32;29;24;23;23;18;11;6;3;3;2;2;2;;1;1;1;1;1;1
Sin Informaci¿n;Ninguno;Ninguno;MATRICULADOS;636;740;832;929;1194;1338;1596;1365;1357;1430;1563;1503;1444;1310;1143;1002;856;724;654;652;637;656;692;718;818;843;943;1113;1171;1232;1468;1545;1606;1632;1726;2396;2440;2418;2552;2507;2534;2570;2605;2520;2350;1909;1984;1852;1680;1553;1399;1238;1038;828
Sin Informaci¿n;Ninguno;1 a 3;MATRICULADOS;23;27;32;33;40;47;49;44;40;36;39;34;28;29;26;19;21;20;19;23;23;25;24;27;31;36;44;50;47;53;64;67;71;77;90;100;116;126;118;112;98;87;81;68;55;41;39;25;16;15;12;12;13;8
Sin Informaci¿n;Ninguno;4 a 6;MATRICULADOS;2;3;6;5;7;8;10;10;10;10;11;11;10;11;10;8;7;7;8;8;9;10;13;17;19;22;29;30;37;39;48;56;64;71;89;90;81;77;73;67;62;54;46;29;16;14;10;6;4;5;3;2;2;3
Sin Informaci¿n;Ninguno;M¿s de 7;MATRICULADOS;;;;;;;4;7;9;9;9;9;9;5;2;2;3;3;5;9;14;16;20;18;23;27;35;47;60;66;85;84;78;76;76;73;67;57;41;31;20;9;8;6;4;4;2;3;1;1;1;;;
Sin Informaci¿n;1 a 3;Sin Informaci¿n;MATRICULADOS;;;;;;;;;;;;;;1;3;4;5;6;7;7;4;4;3;5;4;4;4;4;4;7;13;23;23;26;27;25;27;26;23;22;18;13;10;7;5;3;3;2;1;;;;;
Sin Informaci¿n;1 a 3;Ninguno;MATRICULADOS;38;81;119;143;155;168;196;179;147;131;190;205;227;241;260;258;261;231;220;208;214;220;254;277;331;381;462;515;595;655;786;858;978;1023;1246;1557;1949;2260;2815;3012;3458;3728;4120;4307;4549;4324;4470;4193;3778;3356;2859;2426;1987;1568
Sin Informaci¿n;1 a 3;1 a 3;MATRICULADOS;2;3;3;3;11;10;10;10;10;9;13;7;10;11;12;15;14;17;17;18;16;20;24;25;26;25;32;29;34;41;46;54;67;89;153;181;240;249;252;254;244;240;210;203;172;150;116;99;75;59;48;37;32;21
Sin Informaci¿n;1 a 3;4 a 6;MATRICULADOS;1;2;2;2;4;4;5;4;3;2;6;3;7;8;9;9;10;8;9;8;8;9;9;10;11;17;15;18;22;23;32;36;48;84;118;121;117;112;109;104;99;85;67;57;44;30;29;24;16;13;15;7;7;5
Sin Informaci¿n;1 a 3;M¿s de 7;MATRICULADOS;;;1;1;1;1;1;1;2;1;1;1;4;5;4;7;8;9;10;12;13;13;15;16;19;21;22;29;35;36;40;40;37;40;33;33;30;26;20;14;7;8;6;3;5;4;4;5;5;4;4;2;1;1
Sin Informaci¿n;4 a 6;Sin Informaci¿n;MATRICULADOS;;;;;;;;;;;;;1;2;2;2;3;9;10;10;10;11;13;11;9;6;5;6;1;3;10;20;21;22;22;21;20;19;12;13;9;7;4;3;3;2;2;1;;;;;;
Sin Informaci¿n;4 a 6;Ninguno;MATRICULADOS;;4;5;8;10;14;19;20;26;23;23;26;37;39;62;66;82;90;122;122;128;136;154;157;170;163;164;203;216;245;330;380;479;563;802;1079;1370;1527;1869;2039;2315;2556;2826;2969;3181;3149;3498;3731;3454;3153;2832;2424;1908;1585
Sin Informaci¿n;4 a 6;1 a 3;MATRICULADOS;;;;;1;1;1;2;2;3;7;7;8;5;9;7;11;9;10;11;8;8;9;10;10;9;8;11;15;18;28;28;43;58;71;116;140;152;146;145;149;147;136;121;101;96;80;71;56;47;41;32;22;13
Sin Informaci¿n;4 a 6;4 a 6;MATRICULADOS;;;;;;1;;;2;2;3;2;5;5;6;7;14;15;14;15;14;15;16;15;11;13;16;20;23;21;28;29;37;68;89;97;98;99;92;88;77;71;58;47;32;28;28;25;21;13;13;12;9;4
Sin Informaci¿n;4 a 6;M¿s de 7;MATRICULADOS;;;;;;;;;;;;;2;2;2;4;7;9;13;16;17;19;20;22;23;21;24;35;35;40;48;48;51;51;49;47;42;39;30;22;16;5;6;4;2;3;3;2;2;3;4;1;1;
Sin Informaci¿n;M¿s de 7;Sin Informaci¿n;MATRICULADOS;;;;;;;1;1;;;;;;;;1;1;1;1;2;2;2;2;3;3;4;7;8;6;11;17;21;22;22;22;20;18;15;15;10;8;6;6;4;2;;3;1;;;;;;
Sin Informaci¿n;M¿s de 7;Ninguno;MATRICULADOS;2;3;5;9;10;14;21;23;23;23;33;34;40;36;45;44;53;60;89;90;115;136;167;203;257;230;323;358;450;487;556;606;705;757;861;918;1103;1189;1427;1597;2041;2233;2546;2823;3292;3347;3549;3414;3156;2850;2511;2210;1694;1333
Sin Informaci¿n;M¿s de 7;1 a 3;MATRICULADOS;;;;2;2;2;2;2;2;2;2;2;2;1;3;3;3;3;4;6;8;8;10;10;14;13;22;20;27;28;33;30;31;36;52;73;97;112;109;108;111;107;103;105;96;89;74;65;49;38;30;23;15;14
Sin Informaci¿n;M¿s de 7;4 a 6;MATRICULADOS;;;;;;1;1;1;1;;;;1;1;1;1;1;1;2;2;5;5;6;6;7;8;13;13;17;19;26;32;45;59;75;75;72;69;64;64;58;53;42;31;25;24;20;18;16;17;14;11;12;10
Sin Informaci¿n;M¿s de 7;M¿s de 7;MATRICULADOS;;;;;;;1;1;;1;1;1;3;8;8;11;16;17;20;28;31;33;34;36;42;44;58;63;87;95;103;99;97;91;86;83;73;61;39;27;16;11;10;4;3;3;1;1;1;2;;1;;
Ninguno;Sin Informaci¿n;Sin Informaci¿n;MATRICULADOS;1;3;6;6;7;8;9;10;17;22;39;50;72;92;105;113;130;146;163;176;198;222;233;239;268;291;293;300;314;320;326;351;319;273;244;214;187;147;122;94;71;35;29;23;18;15;19;18;18;17;18;14;12;7
Ninguno;Sin Informaci¿n;Ninguno;MATRICULADOS;314;500;918;1162;1604;2152;2887;3196;4257;4824;6307;7089;7327;8293;8611;9037;9673;9718;9655;10663;10991;10151;10143;10430;10751;11119;11639;12070;12976;12234;12969;14547;15301;15204;15584;15059;15904;16230;18455;18618;19211;18980;20225;20817;22832;21772;25914;28014;27323;25010;23032;20185;17747;14846
Ninguno;Sin Informaci¿n;1 a 3;MATRICULADOS;71;126;216;249;346;415;497;568;677;747;847;864;833;864;856;829;824;754;690;647;653;592;568;550;577;565;620;635;682;733;745;765;793;776;785;782;848;841;790;727;679;621;608;581;516;474;442;395;369;320;272;219;179;137
Ninguno;Sin Informaci¿n;4 a 6;MATRICULADOS;1;7;22;33;59;84;125;148;183;202;263;311;350;390;397;412;435;435;455;432;462;429;421;447;535;603;701;753;785;806;841;793;758;690;697;644;584;535;485;430;384;338;291;250;189;160;149;141;129;105;80;64;52;37
Ninguno;Sin Informaci¿n;M¿s de 7;MATRICULADOS;2;3;7;11;19;25;29;31;39;48;80;100;158;196;254;314;370;443;523;582;633;683;753;746;767;773;794;826;860;809;806;753;666;612;546;467;392;296;205;136;72;53;46;33;25;30;28;28;25;19;17;15;10;8
Ninguno;Ninguno;Sin Informaci¿n;MATRICULADOS;132;161;261;316;420;486;610;661;804;931;1156;1256;1553;1727;1986;2110;2380;2529;3404;3705;4153;4366;4853;5124;5725;5772;6242;6146;6657;6825;7385;7619;6943;6337;5593;4915;4234;3666;3044;2588;1962;1493;1039;887;632;661;654;662;549;595;489;521;350;428
Ninguno;Ninguno;Ninguno;MATRICULADOS;149021;154983;205917;219429;265120;281276;323087;323066;363697;372808;396774;392961;398664;391538;397523;383075;401247;392617;496967;513283;566647;570898;608749;620745;672941;659161;750565;761164;840356;879981;936307;984686;978289;964523;982221;953029;893453;887361;841007;868673;801166;857315;769306;812765;734577;769261;790850;857602;792807;866268;784469;869627;642578;798384
Ninguno;Ninguno;1 a 3;MATRICULADOS;5640;6971;10901;12340;16302;17830;21760;22500;26485;27700;28487;27565;28053;26845;26959;25793;25918;24970;32382;32592;35713;35784;40413;39434;45236;45057;47263;46490;50084;51395;52878;51855;49361;47942;47423;44063;40624;36604;31433;29167;25576;24165;20107;18948;14911;14002;12779;12758;10555;10808;8566;9293;6283;7773
Ninguno;Ninguno;4 a 6;MATRICULADOS;996;1369;2173;2668;3562;4094;5099;5588;6624;7099;8068;8529;9461;9748;10697;10809;11833;11816;15382;16186;18611;19398;21481;21845;23837;24012;26413;26526;28490;29423;30090;30520;29271;28880;28074;25409;22257;19620;16624;14887;12643;11354;8892;7406;5354;4982;4706;4762;3858;4072;3250;3630;2497;3132
Ninguno;Ninguno;M¿s de 7;MATRICULADOS;407;644;1012;1246;1693;1898;2295;2419;2874;3102;3511;3787;4855;5341;6155;6624;7872;8687;12796;14395;17291;18869;21199;21913;23755;24248;25842;26316;27503;27003;25871;23998;21390;19160;16664;14373;11763;9225;6311;4563;2852;2305;1618;1539;1191;1367;1341;1431;1124;1264;994;1173;767;982
Ninguno;1 a 3;Sin Informaci¿n;MATRICULADOS;12;19;36;45;62;85;114;133;176;225;353;437;580;632;785;877;1053;1190;1346;1471;1533;1566;1680;1713;1810;1841;1941;1944;2031;2308;2740;2996;2890;2674;2532;2400;2173;2013;1719;1376;974;650;448;357;273;252;243;215;202;172;174;142;113;144
Ninguno;1 a 3;Ninguno;MATRICULADOS;8329;11375;18161;21115;28902;35451;45350;48605;58198;63636;74851;79960;86053;88901;94165;93268;99295;99486;102224;106449;110346;111658;119510;125021;132138;135818;152952;149443;155445;158458;170051;177597;195283;201297;225028;238070;275013;287920;305355;294652;286825;279734;285798;279533;289127;263588;289924;275034;292456;277638;284166;286286;235294;276756
Ninguno;1 a 3;1 a 3;MATRICULADOS;574;875;1474;1670;2314;2839;3729;4111;5146;5699;6343;6497;7124;7192;7572;7516;8147;8240;8740;8671;8708;8617;9518;9604;10259;10275;11375;11381;11513;11606;12064;12221;12557;13173;14782;15659;17357;17126;15874;14337;12333;10868;9561;8362;7375;6356;5864;4799;4210;3646;3180;2806;2218;2528
Ninguno;1 a 3;4 a 6;MATRICULADOS;118;180;336;410;612;819;1058;1255;1560;1830;2281;2616;3156;3392;3854;4100;4525;4656;5094;5302;5683;5853;6416;6681;7036;7298;8189;8322;8538;8877;9603;10068;10661;11483;12522;11904;11396;10952;9744;8565;6939;5968;4629;3543;2657;2297;2014;1701;1494;1332;1205;1080;822;893
Ninguno;1 a 3;M¿s de 7;MATRICULADOS;42;64;132;174;258;355;470;515;609;674;934;1143;1748;2002;2481;2831;3459;4086;4962;5627;6085;6398;6992;7265;7690;7994;8592;8847;9121;9407;9630;9141;8416;7658;7010;6366;5581;4677;3410;2403;1470;970;658;559;469;465;426;371;351;323;312;276;227;274
Ninguno;4 a 6;Sin Informaci¿n;MATRICULADOS;2;7;11;12;18;20;33;49;69;95;152;191;267;302;353;432;490;546;618;634;667;699;756;792;894;923;1036;1085;1145;1197;1267;1278;1145;1007;886;773;655;546;483;406;297;234;175;140;108;107;93;85;78;75;70;62;58;44
Ninguno;4 a 6;Ninguno;MATRICULADOS;1792;2653;4980;5991;8501;10744;14957;16502;21720;24497;29640;33051;34628;37874;40125;41391;43498;44272;42686;41561;41990;42738;45609;47323;49964;52077;56462;57856;61170;63053;66571;70166;77056;82245;89896;91557;96133;96463;100725;102718;106513;108116;115348;115994;118027;114995;129641;120310;146549;153982;160703;143809;128045;111695
Ninguno;4 a 6;1 a 3;MATRICULADOS;234;376;686;817;1108;1355;1847;2053;2714;3018;3289;3426;3471;3571;3665;3603;3508;3431;3180;2989;2877;2847;2978;2951;3072;3073;3266;3348;3597;3803;3968;4046;4242;4621;4992;5162;5326;5161;4844;4570;4318;4022;3759;3312;2711;2378;2217;1871;1796;1629;1500;1242;1032;832
Ninguno;4 a 6;4 a 6;MATRICULADOS;32;61;127;176;252;329;496;625;854;1001;1228;1409;1663;1735;1957;2227;2469;2540;2615;2644;2807;2867;3180;3325;3646;3808;4075;4172;4347;4356;4685;4831;4827;5003;4819;4361;3980;3414;3047;2744;2372;2086;1730;1405;1043;915;829;686;637;595;537;422;343;281
Ninguno;4 a 6;M¿s de 7;MATRICULADOS;13;22;48;65;104;128;190;226;281;323;394;509;751;937;1205;1383;1677;1926;2293;2469;2749;2914;3281;3432;3723;3916;4186;4321;4396;4339;4216;3930;3608;3197;2784;2340;1929;1457;1044;739;440;335;256;215;191;199;191;150;148;138;115;104;90;80
Ninguno;M¿s de 7;Sin Informaci¿n;MATRICULADOS;1;1;2;2;4;6;13;26;38;47;80;106;140;174;200;217;247;277;302;325;350;357;398;416;449;430;442;462;481;514;568;659;617;563;516;465;418;360;325;278;227;144;92;70;61;45;43;38;30;28;26;25;24;18
Ninguno;M¿s de 7;Ninguno;MATRICULADOS;730;1105;1909;2487;3817;4680;6126;6876;9215;10876;13958;16450;17812;21902;23782;26135;29568;31600;33711;34684;39567;41519;42897;43482;44528;42627;45893;46074;49113;49000;48077;47101;45997;43555;42095;38512;38171;36409;41846;41669;42570;43429;46182;48250;51477;50513;56210;52476;47755;43920;40143;35198;30061;23970
Ninguno;M¿s de 7;1 a 3;MATRICULADOS;129;223;382;477;746;892;1126;1281;1632;1829;2035;2109;2188;2272;2240;2243;2271;2278;2229;2123;2152;2176;2129;2060;2002;1920;2085;2084;2238;2257;2208;2165;2134;2052;2052;1945;1956;1802;1690;1559;1476;1373;1286;1196;1118;965;947;805;710;621;558;456;368;287
Ninguno;M¿s de 7;4 a 6;MATRICULADOS;15;25;53;75;136;172;234;314;410;483;590;660;733;800;851;890;947;965;1011;1022;1077;1123;1087;1091;1133;1151;1282;1297;1347;1367;1393;1438;1452;1508;1532;1394;1276;1147;1020;895;814;733;641;523;395;322;323;263;235;202;178;144;115;87
Ninguno;M¿s de 7;M¿s de 7;MATRICULADOS;4;11;22;27;47;55;69;94;116;131;196;309;575;730;933;1085;1368;1591;2047;2342;2706;2985;3344;3525;3646;3808;4028;4167;4281;4125;4094;3725;3318;2925;2604;2207;1867;1450;1001;678;393;240;164;103;89;80;83;76;69;56;52;44;38;28
