lag4,lag3,lag2,lag1,semestre,CARACTER,ORIGEN,DEPARTAMENTO,MUNICIPIO
9.34,9.45,9.91,10.36,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.45,9.91,10.36,34.08,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.91,10.36,34.08,7.84,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
10.36,34.08,7.84,7.23,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
34.08,7.84,7.23,9.85,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
7.84,7.23,9.85,12.19,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
7.23,9.85,12.19,11.09,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.85,12.19,11.09,13.1,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.19,11.09,13.1,16.05,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
11.09,13.1,16.05,22.38,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
13.1,16.05,22.38,14.59,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
16.05,22.38,14.59,14.92,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
22.38,14.59,14.92,14.21,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
14.59,14.92,14.21,17.06,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
14.92,14.21,17.06,17.09,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
14.21,17.06,17.09,14.16,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
17.06,17.09,14.16,16.77,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
17.09,14.16,16.77,17.64,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
14.16,16.77,17.64,12.89,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
16.77,17.64,12.89,12.3,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
17.64,12.89,12.3,12.58,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.89,12.3,12.58,11.88,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.3,12.58,11.88,12.09,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.58,11.88,12.09,13.26,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
11.88,12.09,13.26,12.69,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.09,13.26,12.69,12.76,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
13.26,12.69,12.76,14.78,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.69,12.76,14.78,14.73,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.76,14.78,14.73,15.1,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
14.78,14.73,15.1,13.24,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
14.73,15.1,13.24,12.26,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
15.1,13.24,12.26,11.18,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
0.0,0.0,4.4,8.47,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
0.0,4.4,8.47,4.48,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
4.4,8.47,4.48,10.53,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
8.47,4.48,10.53,3.36,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
4.48,10.53,3.36,10.96,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
10.53,3.36,10.96,10.43,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
3.36,10.96,10.43,9.98,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
10.96,10.43,9.98,7.86,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
10.43,9.98,7.86,9.39,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
9.98,7.86,9.39,17.24,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
7.86,9.39,17.24,15.43,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
9.39,17.24,15.43,14.25,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
17.24,15.43,14.25,31.35,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
15.43,14.25,31.35,96.82,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
14.25,31.35,96.82,41.71,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
31.35,96.82,41.71,100.0,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
96.82,41.71,100.0,44.19,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
41.71,100.0,44.19,28.93,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
100.0,44.19,28.93,22.65,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
44.19,28.93,22.65,19.46,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
28.93,22.65,19.46,22.2,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
22.65,19.46,22.2,23.19,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
19.46,22.2,23.19,21.48,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
22.2,23.19,21.48,18.66,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
23.19,21.48,18.66,23.57,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
21.48,18.66,23.57,27.44,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
18.66,23.57,27.44,20.27,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
23.57,27.44,20.27,22.9,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
27.44,20.27,22.9,14.57,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
20.27,22.9,14.57,13.18,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
22.9,14.57,13.18,14.45,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
14.57,13.18,14.45,15.01,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
13.18,14.45,15.01,14.03,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
14.45,15.01,14.03,15.15,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
15.01,14.03,15.15,17.39,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
14.03,15.15,17.39,27.02,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
15.15,17.39,27.02,17.57,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
17.39,27.02,17.57,13.79,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
27.02,17.57,13.79,11.47,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
17.57,13.79,11.47,10.46,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
13.79,11.47,10.46,16.07,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
11.47,10.46,16.07,15.94,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
10.46,16.07,15.94,21.79,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
16.07,15.94,21.79,17.99,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
15.94,21.79,17.99,14.9,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
21.79,17.99,14.9,11.16,2,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
17.99,14.9,11.16,14.49,1,Institución universitaria/Escuela Tecnológica,No oficial,antioquia,sabaneta
0.0,0.0,5.62,9.41,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
0.0,5.62,9.41,7.55,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
5.62,9.41,7.55,9.55,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.41,7.55,9.55,12.2,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
7.55,9.55,12.2,11.38,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.55,12.2,11.38,9.14,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.2,11.38,9.14,8.59,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
11.38,9.14,8.59,14.72,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.14,8.59,14.72,9.87,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.59,14.72,9.87,10.35,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
14.72,9.87,10.35,10.29,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.87,10.35,10.29,9.91,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
10.35,10.29,9.91,6.37,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
10.29,9.91,6.37,9.75,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.91,6.37,9.75,8.85,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
6.37,9.75,8.85,12.4,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.75,8.85,12.4,16.55,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.85,12.4,16.55,9.9,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.4,16.55,9.9,8.93,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
16.55,9.9,8.93,14.09,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.9,8.93,14.09,14.76,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.93,14.09,14.76,12.28,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
14.09,14.76,12.28,13.1,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
14.76,12.28,13.1,11.93,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.28,13.1,11.93,10.73,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
13.1,11.93,10.73,10.87,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
11.93,10.73,10.87,10.51,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
10.73,10.87,10.51,9.95,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
10.87,10.51,9.95,8.62,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
10.51,9.95,8.62,10.5,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.95,8.62,10.5,11.12,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.62,10.5,11.12,8.92,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
10.5,11.12,8.92,9.99,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
11.12,8.92,9.99,7.48,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.92,9.99,7.48,9.63,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.99,7.48,9.63,11.27,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
7.48,9.63,11.27,12.01,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.63,11.27,12.01,9.9,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
11.27,12.01,9.9,12.15,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.01,9.9,12.15,13.54,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.9,12.15,13.54,12.03,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.15,13.54,12.03,13.46,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
13.54,12.03,13.46,17.3,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.03,13.46,17.3,17.84,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
13.46,17.3,17.84,16.38,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
17.3,17.84,16.38,19.52,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
17.84,16.38,19.52,16.06,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
0.0,0.0,7.14,5.71,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
0.0,7.14,5.71,5.84,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
7.14,5.71,5.84,7.16,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
5.71,5.84,7.16,4.3,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
5.84,7.16,4.3,7.69,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
7.16,4.3,7.69,7.41,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
4.3,7.69,7.41,12.0,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
7.69,7.41,12.0,6.67,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
7.41,12.0,6.67,7.33,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.0,6.67,7.33,9.5,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
6.67,7.33,9.5,10.98,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
7.33,9.5,10.98,9.3,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.5,10.98,9.3,8.29,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
10.98,9.3,8.29,3.38,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.3,8.29,3.38,6.3,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.29,3.38,6.3,5.15,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
3.38,6.3,5.15,5.96,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
6.3,5.15,5.96,3.04,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
5.15,5.96,3.04,8.9,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
5.96,3.04,8.9,13.82,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
3.04,8.9,13.82,12.03,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.9,13.82,12.03,8.5,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
13.82,12.03,8.5,5.68,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.03,8.5,5.68,6.01,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.5,5.68,6.01,3.81,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
5.68,6.01,3.81,8.77,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
6.01,3.81,8.77,6.01,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
3.81,8.77,6.01,5.04,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.77,6.01,5.04,6.36,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
6.01,5.04,6.36,5.9,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
5.04,6.36,5.9,4.94,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
6.36,5.9,4.94,5.44,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
5.9,4.94,5.44,3.77,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
4.94,5.44,3.77,6.73,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
5.44,3.77,6.73,4.62,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
3.77,6.73,4.62,6.08,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
6.73,4.62,6.08,6.4,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
4.62,6.08,6.4,4.74,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
6.08,6.4,4.74,6.05,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
6.4,4.74,6.05,7.0,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
4.74,6.05,7.0,4.13,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
6.05,7.0,4.13,3.47,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
7.0,4.13,3.47,4.98,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
4.13,3.47,4.98,5.18,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
3.47,4.98,5.18,2.57,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
4.98,5.18,2.57,3.5,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
5.18,2.57,3.5,3.15,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
0.0,0.0,13.33,14.47,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
0.0,13.33,14.47,5.56,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
13.33,14.47,5.56,11.22,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
14.47,5.56,11.22,7.8,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
5.56,11.22,7.8,21.11,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
11.22,7.8,21.11,37.23,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
7.8,21.11,37.23,13.24,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
21.11,37.23,13.24,20.0,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
37.23,13.24,20.0,23.18,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
13.24,20.0,23.18,12.74,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
20.0,23.18,12.74,7.28,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
23.18,12.74,7.28,14.16,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
12.74,7.28,14.16,10.9,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
7.28,14.16,10.9,5.91,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
14.16,10.9,5.91,9.4,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
10.9,5.91,9.4,14.62,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
5.91,9.4,14.62,11.47,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
9.4,14.62,11.47,28.99,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
14.62,11.47,28.99,19.97,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
11.47,28.99,19.97,19.53,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
28.99,19.97,19.53,28.73,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
19.97,19.53,28.73,35.55,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
19.53,28.73,35.55,44.56,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
28.73,35.55,44.56,29.77,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
35.55,44.56,29.77,7.3,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
44.56,29.77,7.3,14.52,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
29.77,7.3,14.52,20.52,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
7.3,14.52,20.52,15.49,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
14.52,20.52,15.49,13.69,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
20.52,15.49,13.69,10.43,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
15.49,13.69,10.43,11.72,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
13.69,10.43,11.72,13.1,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
10.43,11.72,13.1,9.82,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
11.72,13.1,9.82,7.07,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
13.1,9.82,7.07,9.59,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
9.82,7.07,9.59,11.64,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
7.07,9.59,11.64,9.48,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
9.59,11.64,9.48,6.67,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
11.64,9.48,6.67,7.39,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
9.48,6.67,7.39,8.74,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
6.67,7.39,8.74,9.34,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
7.39,8.74,9.34,10.2,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
8.74,9.34,10.2,19.59,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
9.34,10.2,19.59,23.53,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
10.2,19.59,23.53,17.66,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
19.59,23.53,17.66,9.67,2,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
23.53,17.66,9.67,13.34,1,Institución universitaria/Escuela Tecnológica,No oficial,valle del cauca,cali
0.0,0.0,18.75,18.42,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
0.0,18.75,18.42,30.91,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
18.75,18.42,30.91,17.39,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
18.42,30.91,17.39,20.31,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
30.91,17.39,20.31,21.43,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
17.39,20.31,21.43,9.78,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
20.31,21.43,9.78,32.47,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
21.43,9.78,32.47,13.16,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.78,32.47,13.16,21.0,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
32.47,13.16,21.0,12.32,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
13.16,21.0,12.32,16.45,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
21.0,12.32,16.45,0.55,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
12.32,16.45,0.55,31.14,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
16.45,0.55,31.14,22.95,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
0.55,31.14,22.95,30.91,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
31.14,22.95,30.91,13.48,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
22.95,30.91,13.48,24.39,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
30.91,13.48,24.39,20.59,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
13.48,24.39,20.59,16.79,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
24.39,20.59,16.79,11.74,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
20.59,16.79,11.74,23.16,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
16.79,11.74,23.16,9.73,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
11.74,23.16,9.73,17.87,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
23.16,9.73,17.87,23.94,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
9.73,17.87,23.94,28.14,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
17.87,23.94,28.14,8.2,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
23.94,28.14,8.2,15.31,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
28.14,8.2,15.31,4.82,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.2,15.31,4.82,8.33,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
15.31,4.82,8.33,13.07,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
4.82,8.33,13.07,8.33,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.33,13.07,8.33,15.35,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
13.07,8.33,15.35,19.23,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.33,15.35,19.23,22.56,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
15.35,19.23,22.56,26.9,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
19.23,22.56,26.9,8.42,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
22.56,26.9,8.42,16.46,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
26.9,8.42,16.46,14.44,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
8.42,16.46,14.44,21.53,1,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
16.46,14.44,21.53,11.63,2,Institución universitaria/Escuela Tecnológica,No oficial,bogota d c,bogota dc
