lag4,lag3,lag2,lag1,semestre,CARACTER,ORIGEN,DEPARTAMENTO,MUNICIPIO
0.0,0.0,2.48,4.99,1,Universidad,Oficial,bogota d c,bogota dc
0.0,2.48,4.99,4.72,2,Universidad,Oficial,bogota d c,bogota dc
2.48,4.99,4.72,4.79,1,Universidad,Oficial,bogota d c,bogota dc
4.99,4.72,4.79,5.52,2,Universidad,Oficial,bogota d c,bogota dc
4.72,4.79,5.52,4.55,1,Universidad,Oficial,bogota d c,bogota dc
4.79,5.52,4.55,4.98,2,Universidad,Oficial,bogota d c,bogota dc
5.52,4.55,4.98,4.82,1,Universidad,Oficial,bogota d c,bogota dc
4.55,4.98,4.82,5.04,2,Universidad,Oficial,bogota d c,bogota dc
4.98,4.82,5.04,7.3,1,Universidad,Oficial,bogota d c,bogota dc
4.82,5.04,7.3,1.36,2,Universidad,Oficial,bogota d c,bogota dc
5.04,7.3,1.36,4.3,1,Universidad,Oficial,bogota d c,bogota dc
7.3,1.36,4.3,4.28,2,Universidad,Oficial,bogota d c,bogota dc
1.36,4.3,4.28,4.22,1,Universidad,Oficial,bogota d c,bogota dc
4.3,4.28,4.22,4.56,2,Universidad,Oficial,bogota d c,bogota dc
4.28,4.22,4.56,4.92,1,Universidad,Oficial,bogota d c,bogota dc
4.22,4.56,4.92,4.88,2,Universidad,Oficial,bogota d c,bogota dc
4.56,4.92,4.88,4.37,1,Universidad,Oficial,bogota d c,bogota dc
4.92,4.88,4.37,5.51,2,Universidad,Oficial,bogota d c,bogota dc
4.88,4.37,5.51,4.55,1,Universidad,Oficial,bogota d c,bogota dc
4.37,5.51,4.55,4.76,2,Universidad,Oficial,bogota d c,bogota dc
5.51,4.55,4.76,4.62,1,Universidad,Oficial,bogota d c,bogota dc
4.55,4.76,4.62,3.37,2,Universidad,Oficial,bogota d c,bogota dc
4.76,4.62,3.37,3.67,1,Universidad,Oficial,bogota d c,bogota dc
4.62,3.37,3.67,4.06,2,Universidad,Oficial,bogota d c,bogota dc
3.37,3.67,4.06,3.98,1,Universidad,Oficial,bogota d c,bogota dc
3.67,4.06,3.98,4.18,2,Universidad,Oficial,bogota d c,bogota dc
4.06,3.98,4.18,3.96,1,Universidad,Oficial,bogota d c,bogota dc
3.98,4.18,3.96,4.09,2,Universidad,Oficial,bogota d c,bogota dc
4.18,3.96,4.09,3.86,1,Universidad,Oficial,bogota d c,bogota dc
3.96,4.09,3.86,4.75,2,Universidad,Oficial,bogota d c,bogota dc
4.09,3.86,4.75,4.62,1,Universidad,Oficial,bogota d c,bogota dc
3.86,4.75,4.62,4.39,2,Universidad,Oficial,bogota d c,bogota dc
4.75,4.62,4.39,4.48,1,Universidad,Oficial,bogota d c,bogota dc
4.62,4.39,4.48,4.5,2,Universidad,Oficial,bogota d c,bogota dc
4.39,4.48,4.5,3.88,1,Universidad,Oficial,bogota d c,bogota dc
4.48,4.5,3.88,4.12,2,Universidad,Oficial,bogota d c,bogota dc
4.5,3.88,4.12,3.79,1,Universidad,Oficial,bogota d c,bogota dc
3.88,4.12,3.79,3.89,2,Universidad,Oficial,bogota d c,bogota dc
4.12,3.79,3.89,4.65,1,Universidad,Oficial,bogota d c,bogota dc
3.79,3.89,4.65,6.51,2,Universidad,Oficial,bogota d c,bogota dc
3.89,4.65,6.51,4.4,1,Universidad,Oficial,bogota d c,bogota dc
4.65,6.51,4.4,4.4,2,Universidad,Oficial,bogota d c,bogota dc
6.51,4.4,4.4,4.63,1,Universidad,Oficial,bogota d c,bogota dc
4.4,4.4,4.63,2.91,2,Universidad,Oficial,bogota d c,bogota dc
4.4,4.63,2.91,1.92,1,Universidad,Oficial,bogota d c,bogota dc
4.63,2.91,1.92,4.29,2,Universidad,Oficial,bogota d c,bogota dc
2.91,1.92,4.29,3.76,1,Universidad,Oficial,bogota d c,bogota dc
0.0,0.0,5.64,0.32,1,Universidad,Oficial,antioquia,medellin
0.0,5.64,0.32,7.85,2,Universidad,Oficial,antioquia,medellin
5.64,0.32,7.85,6.52,1,Universidad,Oficial,antioquia,medellin
0.32,7.85,6.52,7.47,2,Universidad,Oficial,antioquia,medellin
7.85,6.52,7.47,8.81,1,Universidad,Oficial,antioquia,medellin
6.52,7.47,8.81,9.62,2,Universidad,Oficial,antioquia,medellin
7.47,8.81,9.62,6.73,1,Universidad,Oficial,antioquia,medellin
8.81,9.62,6.73,7.02,2,Universidad,Oficial,antioquia,medellin
9.62,6.73,7.02,19.52,1,Universidad,Oficial,antioquia,medellin
6.73,7.02,19.52,1.28,2,Universidad,Oficial,antioquia,medellin
7.02,19.52,1.28,6.39,1,Universidad,Oficial,antioquia,medellin
19.52,1.28,6.39,6.73,2,Universidad,Oficial,antioquia,medellin
1.28,6.39,6.73,7.19,1,Universidad,Oficial,antioquia,medellin
6.39,6.73,7.19,9.71,2,Universidad,Oficial,antioquia,medellin
6.73,7.19,9.71,7.84,1,Universidad,Oficial,antioquia,medellin
7.19,9.71,7.84,7.83,2,Universidad,Oficial,antioquia,medellin
9.71,7.84,7.83,9.35,1,Universidad,Oficial,antioquia,medellin
7.84,7.83,9.35,8.98,2,Universidad,Oficial,antioquia,medellin
7.83,9.35,8.98,8.32,1,Universidad,Oficial,antioquia,medellin
9.35,8.98,8.32,8.51,2,Universidad,Oficial,antioquia,medellin
8.98,8.32,8.51,11.17,1,Universidad,Oficial,antioquia,medellin
8.32,8.51,11.17,8.37,2,Universidad,Oficial,antioquia,medellin
8.51,11.17,8.37,7.29,1,Universidad,Oficial,antioquia,medellin
11.17,8.37,7.29,9.06,2,Universidad,Oficial,antioquia,medellin
8.37,7.29,9.06,6.88,1,Universidad,Oficial,antioquia,medellin
7.29,9.06,6.88,7.25,2,Universidad,Oficial,antioquia,medellin
9.06,6.88,7.25,6.39,1,Universidad,Oficial,antioquia,medellin
6.88,7.25,6.39,7.64,2,Universidad,Oficial,antioquia,medellin
7.25,6.39,7.64,6.7,1,Universidad,Oficial,antioquia,medellin
6.39,7.64,6.7,6.85,2,Universidad,Oficial,antioquia,medellin
7.64,6.7,6.85,6.55,1,Universidad,Oficial,antioquia,medellin
6.7,6.85,6.55,6.5,2,Universidad,Oficial,antioquia,medellin
6.85,6.55,6.5,6.39,1,Universidad,Oficial,antioquia,medellin
6.55,6.5,6.39,5.19,2,Universidad,Oficial,antioquia,medellin
6.5,6.39,5.19,6.97,1,Universidad,Oficial,antioquia,medellin
6.39,5.19,6.97,7.12,2,Universidad,Oficial,antioquia,medellin
5.19,6.97,7.12,7.83,1,Universidad,Oficial,antioquia,medellin
6.97,7.12,7.83,7.85,2,Universidad,Oficial,antioquia,medellin
7.12,7.83,7.85,7.48,1,Universidad,Oficial,antioquia,medellin
7.83,7.85,7.48,7.39,2,Universidad,Oficial,antioquia,medellin
7.85,7.48,7.39,7.22,1,Universidad,Oficial,antioquia,medellin
7.48,7.39,7.22,63.86,2,Universidad,Oficial,antioquia,medellin
7.39,7.22,63.86,12.11,1,Universidad,Oficial,antioquia,medellin
7.22,63.86,12.11,1.06,2,Universidad,Oficial,antioquia,medellin
63.86,12.11,1.06,3.16,1,Universidad,Oficial,antioquia,medellin
12.11,1.06,3.16,7.42,2,Universidad,Oficial,antioquia,medellin
1.06,3.16,7.42,7.23,1,Universidad,Oficial,antioquia,medellin
0.0,0.0,2.51,3.28,1,Universidad,Oficial,caldas,manizales
0.0,2.51,3.28,3.22,2,Universidad,Oficial,caldas,manizales
2.51,3.28,3.22,4.44,1,Universidad,Oficial,caldas,manizales
3.28,3.22,4.44,5.02,2,Universidad,Oficial,caldas,manizales
3.22,4.44,5.02,5.04,1,Universidad,Oficial,caldas,manizales
4.44,5.02,5.04,5.63,2,Universidad,Oficial,caldas,manizales
5.02,5.04,5.63,4.39,1,Universidad,Oficial,caldas,manizales
5.04,5.63,4.39,5.93,2,Universidad,Oficial,caldas,manizales
5.63,4.39,5.93,10.67,1,Universidad,Oficial,caldas,manizales
4.39,5.93,10.67,1.19,2,Universidad,Oficial,caldas,manizales
5.93,10.67,1.19,4.98,1,Universidad,Oficial,caldas,manizales
10.67,1.19,4.98,5.94,2,Universidad,Oficial,caldas,manizales
1.19,4.98,5.94,4.32,1,Universidad,Oficial,caldas,manizales
4.98,5.94,4.32,4.84,2,Universidad,Oficial,caldas,manizales
5.94,4.32,4.84,9.88,1,Universidad,Oficial,caldas,manizales
4.32,4.84,9.88,5.72,2,Universidad,Oficial,caldas,manizales
4.84,9.88,5.72,9.42,1,Universidad,Oficial,caldas,manizales
9.88,5.72,9.42,4.45,2,Universidad,Oficial,caldas,manizales
5.72,9.42,4.45,5.05,1,Universidad,Oficial,caldas,manizales
9.42,4.45,5.05,9.41,2,Universidad,Oficial,caldas,manizales
4.45,5.05,9.41,5.29,1,Universidad,Oficial,caldas,manizales
5.05,9.41,5.29,3.62,2,Universidad,Oficial,caldas,manizales
9.41,5.29,3.62,4.67,1,Universidad,Oficial,caldas,manizales
5.29,3.62,4.67,5.34,2,Universidad,Oficial,caldas,manizales
3.62,4.67,5.34,4.77,1,Universidad,Oficial,caldas,manizales
4.67,5.34,4.77,5.05,2,Universidad,Oficial,caldas,manizales
5.34,4.77,5.05,4.89,1,Universidad,Oficial,caldas,manizales
4.77,5.05,4.89,4.37,2,Universidad,Oficial,caldas,manizales
5.05,4.89,4.37,5.13,1,Universidad,Oficial,caldas,manizales
4.89,4.37,5.13,5.39,2,Universidad,Oficial,caldas,manizales
4.37,5.13,5.39,5.59,1,Universidad,Oficial,caldas,manizales
5.13,5.39,5.59,4.3,2,Universidad,Oficial,caldas,manizales
5.39,5.59,4.3,4.56,1,Universidad,Oficial,caldas,manizales
5.59,4.3,4.56,4.7,2,Universidad,Oficial,caldas,manizales
4.3,4.56,4.7,4.22,1,Universidad,Oficial,caldas,manizales
4.56,4.7,4.22,5.21,2,Universidad,Oficial,caldas,manizales
4.7,4.22,5.21,5.4,1,Universidad,Oficial,caldas,manizales
4.22,5.21,5.4,5.18,2,Universidad,Oficial,caldas,manizales
5.21,5.4,5.18,6.18,1,Universidad,Oficial,caldas,manizales
5.4,5.18,6.18,5.8,2,Universidad,Oficial,caldas,manizales
5.18,6.18,5.8,5.34,1,Universidad,Oficial,caldas,manizales
6.18,5.8,5.34,5.2,2,Universidad,Oficial,caldas,manizales
5.8,5.34,5.2,3.83,1,Universidad,Oficial,caldas,manizales
5.34,5.2,3.83,3.99,2,Universidad,Oficial,caldas,manizales
5.2,3.83,3.99,2.57,1,Universidad,Oficial,caldas,manizales
3.83,3.99,2.57,6.41,2,Universidad,Oficial,caldas,manizales
3.99,2.57,6.41,5.91,1,Universidad,Oficial,caldas,manizales
0.0,0.0,12.08,17.38,1,Universidad,Oficial,valle del cauca,palmira
0.0,12.08,17.38,15.03,2,Universidad,Oficial,valle del cauca,palmira
12.08,17.38,15.03,19.09,1,Universidad,Oficial,valle del cauca,palmira
17.38,15.03,19.09,15.08,2,Universidad,Oficial,valle del cauca,palmira
15.03,19.09,15.08,14.37,1,Universidad,Oficial,valle del cauca,palmira
19.09,15.08,14.37,6.96,2,Universidad,Oficial,valle del cauca,palmira
15.08,14.37,6.96,16.87,1,Universidad,Oficial,valle del cauca,palmira
14.37,6.96,16.87,1.78,2,Universidad,Oficial,valle del cauca,palmira
6.96,16.87,1.78,11.41,1,Universidad,Oficial,valle del cauca,palmira
16.87,1.78,11.41,8.9,2,Universidad,Oficial,valle del cauca,palmira
1.78,11.41,8.9,8.94,1,Universidad,Oficial,valle del cauca,palmira
11.41,8.9,8.94,10.97,2,Universidad,Oficial,valle del cauca,palmira
8.9,8.94,10.97,8.96,1,Universidad,Oficial,valle del cauca,palmira
8.94,10.97,8.96,7.39,2,Universidad,Oficial,valle del cauca,palmira
10.97,8.96,7.39,8.4,1,Universidad,Oficial,valle del cauca,palmira
8.96,7.39,8.4,6.96,2,Universidad,Oficial,valle del cauca,palmira
7.39,8.4,6.96,5.05,1,Universidad,Oficial,valle del cauca,palmira
8.4,6.96,5.05,100.0,2,Universidad,Oficial,valle del cauca,palmira
6.96,5.05,100.0,9.28,1,Universidad,Oficial,valle del cauca,palmira
5.05,100.0,9.28,0.0,2,Universidad,Oficial,valle del cauca,palmira
100.0,9.28,0.0,10.9,1,Universidad,Oficial,valle del cauca,palmira
9.28,0.0,10.9,2.41,2,Universidad,Oficial,valle del cauca,palmira
0.0,10.9,2.41,6.74,1,Universidad,Oficial,valle del cauca,palmira
10.9,2.41,6.74,5.72,2,Universidad,Oficial,valle del cauca,palmira
2.41,6.74,5.72,4.94,1,Universidad,Oficial,valle del cauca,palmira
6.74,5.72,4.94,5.15,2,Universidad,Oficial,valle del cauca,palmira
5.72,4.94,5.15,5.3,1,Universidad,Oficial,valle del cauca,palmira
4.94,5.15,5.3,5.41,2,Universidad,Oficial,valle del cauca,palmira
5.15,5.3,5.41,5.41,1,Universidad,Oficial,valle del cauca,palmira
5.3,5.41,5.41,5.83,2,Universidad,Oficial,valle del cauca,palmira
5.41,5.41,5.83,5.18,1,Universidad,Oficial,valle del cauca,palmira
5.41,5.83,5.18,3.41,2,Universidad,Oficial,valle del cauca,palmira
5.83,5.18,3.41,3.97,1,Universidad,Oficial,valle del cauca,palmira
5.18,3.41,3.97,5.08,2,Universidad,Oficial,valle del cauca,palmira
3.41,3.97,5.08,4.17,1,Universidad,Oficial,valle del cauca,palmira
3.97,5.08,4.17,4.81,2,Universidad,Oficial,valle del cauca,palmira
5.08,4.17,4.81,4.62,1,Universidad,Oficial,valle del cauca,palmira
4.17,4.81,4.62,5.99,2,Universidad,Oficial,valle del cauca,palmira
4.81,4.62,5.99,5.24,1,Universidad,Oficial,valle del cauca,palmira
4.62,5.99,5.24,5.9,2,Universidad,Oficial,valle del cauca,palmira
5.99,5.24,5.9,6.07,1,Universidad,Oficial,valle del cauca,palmira
5.24,5.9,6.07,4.73,2,Universidad,Oficial,valle del cauca,palmira
5.9,6.07,4.73,5.11,1,Universidad,Oficial,valle del cauca,palmira
6.07,4.73,5.11,2.6,2,Universidad,Oficial,valle del cauca,palmira
4.73,5.11,2.6,4.13,1,Universidad,Oficial,valle del cauca,palmira
5.11,2.6,4.13,5.84,2,Universidad,Oficial,valle del cauca,palmira
2.6,4.13,5.84,7.43,1,Universidad,Oficial,valle del cauca,palmira
0.0,0.0,5.71,5.68,1,Universidad,Oficial,bogota d c,bogota dc
0.0,5.71,5.68,6.43,2,Universidad,Oficial,bogota d c,bogota dc
5.71,5.68,6.43,6.35,1,Universidad,Oficial,bogota d c,bogota dc
5.68,6.43,6.35,5.45,2,Universidad,Oficial,bogota d c,bogota dc
6.43,6.35,5.45,5.96,1,Universidad,Oficial,bogota d c,bogota dc
6.35,5.45,5.96,6.42,2,Universidad,Oficial,bogota d c,bogota dc
5.45,5.96,6.42,4.87,1,Universidad,Oficial,bogota d c,bogota dc
5.96,6.42,4.87,4.8,2,Universidad,Oficial,bogota d c,bogota dc
6.42,4.87,4.8,4.5,1,Universidad,Oficial,bogota d c,bogota dc
4.87,4.8,4.5,4.39,2,Universidad,Oficial,bogota d c,bogota dc
4.8,4.5,4.39,4.15,1,Universidad,Oficial,bogota d c,bogota dc
4.5,4.39,4.15,4.45,2,Universidad,Oficial,bogota d c,bogota dc
4.39,4.15,4.45,5.19,1,Universidad,Oficial,bogota d c,bogota dc
4.15,4.45,5.19,6.12,2,Universidad,Oficial,bogota d c,bogota dc
4.45,5.19,6.12,5.32,1,Universidad,Oficial,bogota d c,bogota dc
5.19,6.12,5.32,5.19,2,Universidad,Oficial,bogota d c,bogota dc
6.12,5.32,5.19,4.36,1,Universidad,Oficial,bogota d c,bogota dc
5.32,5.19,4.36,5.37,2,Universidad,Oficial,bogota d c,bogota dc
5.19,4.36,5.37,4.94,1,Universidad,Oficial,bogota d c,bogota dc
4.36,5.37,4.94,7.12,2,Universidad,Oficial,bogota d c,bogota dc
5.37,4.94,7.12,8.6,1,Universidad,Oficial,bogota d c,bogota dc
4.94,7.12,8.6,6.59,2,Universidad,Oficial,bogota d c,bogota dc
7.12,8.6,6.59,7.15,1,Universidad,Oficial,bogota d c,bogota dc
8.6,6.59,7.15,7.15,2,Universidad,Oficial,bogota d c,bogota dc
6.59,7.15,7.15,7.98,1,Universidad,Oficial,bogota d c,bogota dc
7.15,7.15,7.98,6.12,2,Universidad,Oficial,bogota d c,bogota dc
7.15,7.98,6.12,7.87,1,Universidad,Oficial,bogota d c,bogota dc
7.98,6.12,7.87,7.83,2,Universidad,Oficial,bogota d c,bogota dc
6.12,7.87,7.83,6.58,1,Universidad,Oficial,bogota d c,bogota dc
7.87,7.83,6.58,12.97,2,Universidad,Oficial,bogota d c,bogota dc
7.83,6.58,12.97,9.72,1,Universidad,Oficial,bogota d c,bogota dc
6.58,12.97,9.72,6.92,2,Universidad,Oficial,bogota d c,bogota dc
12.97,9.72,6.92,7.16,1,Universidad,Oficial,bogota d c,bogota dc
9.72,6.92,7.16,7.44,2,Universidad,Oficial,bogota d c,bogota dc
6.92,7.16,7.44,7.87,1,Universidad,Oficial,bogota d c,bogota dc
7.16,7.44,7.87,6.15,2,Universidad,Oficial,bogota d c,bogota dc
7.44,7.87,6.15,6.45,1,Universidad,Oficial,bogota d c,bogota dc
7.87,6.15,6.45,6.7,2,Universidad,Oficial,bogota d c,bogota dc
6.15,6.45,6.7,6.84,1,Universidad,Oficial,bogota d c,bogota dc
6.45,6.7,6.84,7.44,2,Universidad,Oficial,bogota d c,bogota dc
6.7,6.84,7.44,7.93,1,Universidad,Oficial,bogota d c,bogota dc
6.84,7.44,7.93,7.32,2,Universidad,Oficial,bogota d c,bogota dc
7.44,7.93,7.32,9.09,1,Universidad,Oficial,bogota d c,bogota dc
7.93,7.32,9.09,4.34,2,Universidad,Oficial,bogota d c,bogota dc
7.32,9.09,4.34,5.69,1,Universidad,Oficial,bogota d c,bogota dc
9.09,4.34,5.69,6.24,2,Universidad,Oficial,bogota d c,bogota dc
4.34,5.69,6.24,7.72,1,Universidad,Oficial,bogota d c,bogota dc
0.0,0.0,3.58,2.51,1,Universidad,Oficial,boyaca,tunja
0.0,3.58,2.51,15.72,2,Universidad,Oficial,boyaca,tunja
3.58,2.51,15.72,8.55,1,Universidad,Oficial,boyaca,tunja
2.51,15.72,8.55,6.43,2,Universidad,Oficial,boyaca,tunja
15.72,8.55,6.43,5.07,1,Universidad,Oficial,boyaca,tunja
8.55,6.43,5.07,5.83,2,Universidad,Oficial,boyaca,tunja
6.43,5.07,5.83,6.26,1,Universidad,Oficial,boyaca,tunja
5.07,5.83,6.26,5.64,2,Universidad,Oficial,boyaca,tunja
5.83,6.26,5.64,5.93,1,Universidad,Oficial,boyaca,tunja
6.26,5.64,5.93,6.48,2,Universidad,Oficial,boyaca,tunja
5.64,5.93,6.48,6.51,1,Universidad,Oficial,boyaca,tunja
5.93,6.48,6.51,7.5,2,Universidad,Oficial,boyaca,tunja
6.48,6.51,7.5,6.34,1,Universidad,Oficial,boyaca,tunja
6.51,7.5,6.34,5.09,2,Universidad,Oficial,boyaca,tunja
7.5,6.34,5.09,5.65,1,Universidad,Oficial,boyaca,tunja
6.34,5.09,5.65,6.31,2,Universidad,Oficial,boyaca,tunja
5.09,5.65,6.31,5.72,1,Universidad,Oficial,boyaca,tunja
5.65,6.31,5.72,7.05,2,Universidad,Oficial,boyaca,tunja
6.31,5.72,7.05,5.95,1,Universidad,Oficial,boyaca,tunja
5.72,7.05,5.95,7.94,2,Universidad,Oficial,boyaca,tunja
7.05,5.95,7.94,5.77,1,Universidad,Oficial,boyaca,tunja
5.95,7.94,5.77,5.41,2,Universidad,Oficial,boyaca,tunja
7.94,5.77,5.41,6.09,1,Universidad,Oficial,boyaca,tunja
5.77,5.41,6.09,5.81,2,Universidad,Oficial,boyaca,tunja
5.41,6.09,5.81,5.4,1,Universidad,Oficial,boyaca,tunja
6.09,5.81,5.4,6.39,2,Universidad,Oficial,boyaca,tunja
5.81,5.4,6.39,7.53,1,Universidad,Oficial,boyaca,tunja
5.4,6.39,7.53,6.59,2,Universidad,Oficial,boyaca,tunja
6.39,7.53,6.59,5.77,1,Universidad,Oficial,boyaca,tunja
7.53,6.59,5.77,4.99,2,Universidad,Oficial,boyaca,tunja
6.59,5.77,4.99,6.45,1,Universidad,Oficial,boyaca,tunja
5.77,4.99,6.45,6.58,2,Universidad,Oficial,boyaca,tunja
4.99,6.45,6.58,5.83,1,Universidad,Oficial,boyaca,tunja
6.45,6.58,5.83,5.8,2,Universidad,Oficial,boyaca,tunja
6.58,5.83,5.8,7.4,1,Universidad,Oficial,boyaca,tunja
5.83,5.8,7.4,7.36,2,Universidad,Oficial,boyaca,tunja
5.8,7.4,7.36,8.05,1,Universidad,Oficial,boyaca,tunja
7.4,7.36,8.05,9.67,2,Universidad,Oficial,boyaca,tunja
7.36,8.05,9.67,6.0,1,Universidad,Oficial,boyaca,tunja
8.05,9.67,6.0,4.98,2,Universidad,Oficial,boyaca,tunja
9.67,6.0,4.98,5.37,1,Universidad,Oficial,boyaca,tunja
6.0,4.98,5.37,4.78,2,Universidad,Oficial,boyaca,tunja
4.98,5.37,4.78,5.42,1,Universidad,Oficial,boyaca,tunja
5.37,4.78,5.42,4.15,2,Universidad,Oficial,boyaca,tunja
4.78,5.42,4.15,5.73,1,Universidad,Oficial,boyaca,tunja
5.42,4.15,5.73,5.69,2,Universidad,Oficial,boyaca,tunja
4.15,5.73,5.69,5.14,1,Universidad,Oficial,boyaca,tunja
0.0,0.0,5.32,13.56,1,Universidad,Oficial,boyaca,duitama
0.0,5.32,13.56,29.54,2,Universidad,Oficial,boyaca,duitama
5.32,13.56,29.54,7.31,1,Universidad,Oficial,boyaca,duitama
13.56,29.54,7.31,4.14,2,Universidad,Oficial,boyaca,duitama
29.54,7.31,4.14,100.0,1,Universidad,Oficial,boyaca,duitama
7.31,4.14,100.0,100.0,2,Universidad,Oficial,boyaca,duitama
4.14,100.0,100.0,100.0,1,Universidad,Oficial,boyaca,duitama
100.0,100.0,100.0,78.5,2,Universidad,Oficial,boyaca,duitama
100.0,100.0,78.5,4.56,1,Universidad,Oficial,boyaca,duitama
100.0,78.5,4.56,8.27,2,Universidad,Oficial,boyaca,duitama
78.5,4.56,8.27,11.93,1,Universidad,Oficial,boyaca,duitama
4.56,8.27,11.93,7.58,2,Universidad,Oficial,boyaca,duitama
8.27,11.93,7.58,8.3,1,Universidad,Oficial,boyaca,duitama
11.93,7.58,8.3,9.46,2,Universidad,Oficial,boyaca,duitama
7.58,8.3,9.46,7.33,1,Universidad,Oficial,boyaca,duitama
8.3,9.46,7.33,3.16,2,Universidad,Oficial,boyaca,duitama
9.46,7.33,3.16,3.3,1,Universidad,Oficial,boyaca,duitama
7.33,3.16,3.3,5.88,2,Universidad,Oficial,boyaca,duitama
3.16,3.3,5.88,5.22,1,Universidad,Oficial,boyaca,duitama
3.3,5.88,5.22,5.16,2,Universidad,Oficial,boyaca,duitama
5.88,5.22,5.16,4.85,1,Universidad,Oficial,boyaca,duitama
5.22,5.16,4.85,3.9,2,Universidad,Oficial,boyaca,duitama
5.16,4.85,3.9,6.52,1,Universidad,Oficial,boyaca,duitama
4.85,3.9,6.52,6.52,2,Universidad,Oficial,boyaca,duitama
3.9,6.52,6.52,5.05,1,Universidad,Oficial,boyaca,duitama
6.52,6.52,5.05,4.49,2,Universidad,Oficial,boyaca,duitama
6.52,5.05,4.49,9.63,1,Universidad,Oficial,boyaca,duitama
5.05,4.49,9.63,4.98,2,Universidad,Oficial,boyaca,duitama
4.49,9.63,4.98,5.19,1,Universidad,Oficial,boyaca,duitama
9.63,4.98,5.19,4.48,2,Universidad,Oficial,boyaca,duitama
4.98,5.19,4.48,4.05,1,Universidad,Oficial,boyaca,duitama
5.19,4.48,4.05,6.25,2,Universidad,Oficial,boyaca,duitama
4.48,4.05,6.25,3.92,1,Universidad,Oficial,boyaca,duitama
4.05,6.25,3.92,5.6,2,Universidad,Oficial,boyaca,duitama
6.25,3.92,5.6,4.59,1,Universidad,Oficial,boyaca,duitama
3.92,5.6,4.59,5.43,2,Universidad,Oficial,boyaca,duitama
5.6,4.59,5.43,3.94,1,Universidad,Oficial,boyaca,duitama
4.59,5.43,3.94,5.18,2,Universidad,Oficial,boyaca,duitama
5.43,3.94,5.18,4.79,1,Universidad,Oficial,boyaca,duitama
3.94,5.18,4.79,4.4,2,Universidad,Oficial,boyaca,duitama
5.18,4.79,4.4,4.75,1,Universidad,Oficial,boyaca,duitama
4.79,4.4,4.75,3.45,2,Universidad,Oficial,boyaca,duitama
4.4,4.75,3.45,4.41,1,Universidad,Oficial,boyaca,duitama
4.75,3.45,4.41,3.85,2,Universidad,Oficial,boyaca,duitama
3.45,4.41,3.85,5.18,1,Universidad,Oficial,boyaca,duitama
4.41,3.85,5.18,5.03,2,Universidad,Oficial,boyaca,duitama
3.85,5.18,5.03,4.92,1,Universidad,Oficial,boyaca,duitama
0.0,0.0,1.66,6.3,1,Universidad,Oficial,boyaca,sogamoso
0.0,1.66,6.3,38.39,2,Universidad,Oficial,boyaca,sogamoso
1.66,6.3,38.39,8.66,1,Universidad,Oficial,boyaca,sogamoso
6.3,38.39,8.66,3.39,2,Universidad,Oficial,boyaca,sogamoso
38.39,8.66,3.39,91.75,1,Universidad,Oficial,boyaca,sogamoso
8.66,3.39,91.75,9.86,2,Universidad,Oficial,boyaca,sogamoso
3.39,91.75,9.86,7.75,1,Universidad,Oficial,boyaca,sogamoso
91.75,9.86,7.75,9.34,2,Universidad,Oficial,boyaca,sogamoso
9.86,7.75,9.34,6.76,1,Universidad,Oficial,boyaca,sogamoso
7.75,9.34,6.76,6.69,2,Universidad,Oficial,boyaca,sogamoso
9.34,6.76,6.69,9.98,1,Universidad,Oficial,boyaca,sogamoso
6.76,6.69,9.98,8.59,2,Universidad,Oficial,boyaca,sogamoso
6.69,9.98,8.59,12.53,1,Universidad,Oficial,boyaca,sogamoso
9.98,8.59,12.53,9.76,2,Universidad,Oficial,boyaca,sogamoso
8.59,12.53,9.76,5.11,1,Universidad,Oficial,boyaca,sogamoso
12.53,9.76,5.11,2.61,2,Universidad,Oficial,boyaca,sogamoso
9.76,5.11,2.61,6.17,1,Universidad,Oficial,boyaca,sogamoso
5.11,2.61,6.17,7.24,2,Universidad,Oficial,boyaca,sogamoso
2.61,6.17,7.24,8.64,1,Universidad,Oficial,boyaca,sogamoso
6.17,7.24,8.64,6.34,2,Universidad,Oficial,boyaca,sogamoso
7.24,8.64,6.34,4.16,1,Universidad,Oficial,boyaca,sogamoso
8.64,6.34,4.16,4.74,2,Universidad,Oficial,boyaca,sogamoso
6.34,4.16,4.74,5.62,1,Universidad,Oficial,boyaca,sogamoso
4.16,4.74,5.62,4.3,2,Universidad,Oficial,boyaca,sogamoso
4.74,5.62,4.3,5.05,1,Universidad,Oficial,boyaca,sogamoso
5.62,4.3,5.05,5.85,2,Universidad,Oficial,boyaca,sogamoso
4.3,5.05,5.85,12.11,1,Universidad,Oficial,boyaca,sogamoso
5.05,5.85,12.11,4.96,2,Universidad,Oficial,boyaca,sogamoso
5.85,12.11,4.96,3.77,1,Universidad,Oficial,boyaca,sogamoso
12.11,4.96,3.77,4.0,2,Universidad,Oficial,boyaca,sogamoso
4.96,3.77,4.0,3.33,1,Universidad,Oficial,boyaca,sogamoso
3.77,4.0,3.33,4.13,2,Universidad,Oficial,boyaca,sogamoso
4.0,3.33,4.13,2.06,1,Universidad,Oficial,boyaca,sogamoso
3.33,4.13,2.06,3.65,2,Universidad,Oficial,boyaca,sogamoso
4.13,2.06,3.65,3.48,1,Universidad,Oficial,boyaca,sogamoso
2.06,3.65,3.48,4.82,2,Universidad,Oficial,boyaca,sogamoso
3.65,3.48,4.82,3.04,1,Universidad,Oficial,boyaca,sogamoso
